followers_count,friends_count,Bot_or_Not
394,813,0
355,569,0
3078,2655,0
2651,285,0
712,701,0
138252,2131,0
5,3,1
5881247,240,0
0,0,1
10,0,1
489,463,0
70962,28,0
0,0,0
980,2113,0
2,27,1
0,0,1
374,184,0
181,67,0
35,28,1
452,265,0
25,119,0
1071108,77,1
13,43,1
372960,1602,0
15,0,1
1572,195,0
1671405,99,0
33,124,0
14,0,1
42,361,0
4,0,1
32,67,0
47,229,1
15900,953,0
946,684,0
1297,1529,0
154345,324,0
4510,75,0
842454,1712,0
702210,47,0
40,345,0
22386,1065,0
622,825,0
1658,2285,0
164,390,1
1,7,1
1055737,95,0
473,396,0
5984,429,0
213344,79,0
213,648,0
69,172,0
100,759,0
39,85,0
5257,2957,0
600282,295,0
261,375,1
3,1,1
247079,1015,0
47,247,1
130,116,0
301,1281,1
12,171,1
6,0,1
286,1589,0
133,0,0
4156903,217,0
1686649,174,0
1206738,1303,0
10176,385,0
48,0,1
48,82,1
4150,1025,0
889,911,0
175639,28,0
931,1806,0
31,72,0
45,57,0
658257,36,0
8,0,1
1561,1871,0
172193,1528,0
100,76,1
1369598,546,0
1061,2109,0
1891492,146,0
6,41,1
1287721,775,0
0,0,0
40,269,1
309399,1068,0
1660691,3385,0
85,66,1
2800,422,0
43106,868,0
265,703,0
204,196,0
200,0,1
4,33,1
0,0,1
9,81,1
146,333,0
1067719,33,0
1471970,84,0
23526,2110,0
71551,61283,1
893,150,1
518,2113,0
31,79,1
2770,3152,0
691,375,0
262,224,0
1733729,406,0
2772478,342,0
95,0,0
1126486,490,0
39117,189,0
2779,2420,1
237,2,1
849,336,1
362975,1772,0
1,0,1
3501404,451,0
20,152,1
71,287,1
2,0,1
3170,1453,0
18,0,1
317,503,1
383,0,1
43,87,0
152,1,1
30,0,1
587,298,0
9943,2567,0
1188,519,0
23,830,1
17239,3713,0
414,280,0
2832,774,0
1446596,1162,0
51,238,1
95,145,0
30,2046,1
11558,1457,0
614,1185,1
307,702,1
253,1810,0
666,424,0
134,0,1
214,182,1
20,176,0
12,63,1
2,0,0
1,0,1
908343,2739,0
1035,898,0
36,0,1
15,152,1
30114,64,1
264556,2373,0
48,108,0
171,204,0
35,0,1
67842,15,0
560,527,0
11,0,1
177,0,1
72390,47194,1
437,1032,0
111,0,1
0,0,0
1156,2533,0
3236903,161,0
1,39,1
653282,750,0
506,347,0
2,0,1
48,131,1
6939421,197,0
1965,2911,0
73,596,0
1374,558,0
51,128,0
169347,764,0
163,147,1
54,274,0
56,267,0
432,567,0
17,90,1
1478,1469,0
1270,1493,0
160,111,0
39,88,1
26,306,1
76148,3455,0
105,445,0
497,304,0
274927,2684,0
626741,7407,0
126,166,1
28,51,1
131786,431,0
887447,43,0
1563,1262,0
11,108,0
502,1506,0
46,216,1
34,95,0
312968,399,0
17,43,1
6,0,1
846,1232,0
354,123,1
234,898,0
4,82,0
1678,797,0
14,15,1
255,0,1
4732,1439,0
47,183,1
203697,128930,0
566,550,0
112,0,0
0,20,1
460,157,0
97,403,0
426,396,0
5491,268,0
47,134,0
266,140,0
11234,846,0
7,68,1
172,1195,1
28,130,1
2738893,0,0
938583,294,0
1002914,308,0
0,0,1
22,17,1
56,453,1
246,138,0
2440792,50,0
548,1233,0
12,16,1
126096,275,0
522,493,0
158,0,0
59,0,0
324,401,0
113,236,0
3,0,1
13,330,1
28,2,1
107,217,0
4630,3726,0
1014,690,0
790,375,0
35224,2708,0
1806443,406,0
0,0,1
2685,413,0
629136,0,0
14,339,1
24,50,0
179923,1812,0
0,0,0
22,147,1
48,553,0
5,15,1
359,543,0
52077,62201,1
10,0,1
2182,1001,0
24,23,0
714,0,1
28,13,1
137803,12592,0
41000,3270,0
54,0,0
1,0,1
577,0,0
1967,954,0
1273874,245,0
335618,4295,0
28269,10477,0
4158766,903,0
1166307,855,0
111,123,1
3479,1283,0
470,478,0
1,62,0
1010,702,0
1902,703,0
953031,677,0
44,283,1
18,21,1
0,0,0
167,99,0
3017,3150,0
4158706,5880,0
2212,2586,1
1695,1366,0
65947,137,0
172,773,0
56,160,1
10083,9430,0
234,181,0
1233739,1354,0
629108,675,0
338,1324,0
62,783,0
11,0,1
2,0,1
79804,558,0
601,458,0
28,55,1
17,239,0
456,1608,0
13,48,1
20,280,0
25491,3933,0
14,27,0
177,284,0
140,380,0
26,426,1
4464314,700,0
364352,687,0
73,211,0
20,15,0
59,0,1
0,0,0
544,325,0
11,68,1
171,0,1
1155,209,0
32,488,1
29,0,1
511,0,0
3,104,1
275718,490,0
19,0,0
21,0,1
36,65,0
9801,2586,0
1,0,1
10,80,1
89,20,1
340,318,0
122971,45514,0
12,0,1
220,214,0
21,52,1
815627,241,0
26,19,1
7,4,1
4,0,1
7252,1129,0
0,0,1
14190,1590,0
218,288,0
2330,1633,0
7,43,0
25,40,1
0,0,1
122556,750,0
56,30,1
58,1,1
4112,4197,0
1,0,1
899,970,1
8001,3304,0
264,335,0
21198,559,0
1179114,52,0
236,0,0
1575026,1178,0
2462602,413,0
20807,317,0
2207,4952,1
21,33,0
834,520,0
1268682,1423,0
133,167,0
476,1148,0
394,99,0
185,179,0
1491,768,0
351,469,0
1278,1,1
24,60,1
15,0,1
747,0,0
479597,735,0
0,0,0
591,1339,0
671987,1909,0
84780,5179,0
4286332,12106,0
183,304,0
39650,684,0
48,84,0
17,124,1
75178,436,0
30,0,1
7020180,196,0
27,147,0
1,0,1
0,0,1
893,517,0
798,718,0
9650,3628,0
18,712,1
18,34,1
37,42,0
2772630,269,0
133430,173,1
3760,1224,0
665,1146,0
1694,817,0
23,18,1
17,0,1
775,0,1
273673,899,0
65,617,1
38,88,1
2734429,284,0
19,0,1
116,65,0
269,99,0
115,627,1
1644026,221,0
1795,1554,0
6442,468,0
557,742,0
7713313,68,0
164,137,0
1,0,0
0,0,0
1568,906,0
137,298,1
204628,3686,0
150,464,0
1415104,636,0
785,307,0
822,344,0
11507,15409,0
247,959,0
10,0,1
96,291,0
128,95,1
444952,1378,0
54,273,0
54462,292,0
646,325,0
26,0,1
94,76,0
64212,659,0
210,0,0
14,21,1
72452,261,0
72,11,0
28,116,1
259,90,1
277,148,0
760,1085,0
132257,125330,1
412,2392,0
1318524,571,0
14,0,1
9,0,0
0,0,1
1365,1457,0
27,56,1
66,203,0
1094,2674,0
143,450,0
171,504,0
1232,890,0
17,0,1
344,634,0
821667,294,0
15431,1430,0
198,353,0
80,370,0
27,72,1
859,749,0
69,152,0
207794,12437,0
715897,397,0
208,247,0
71,11,1
1305522,15773,0
209,1991,1
33208,91,0
1265760,1119,0
23,23,1
182,365,1
8,0,1
0,0,0
33,38,0
1442,1462,1
44099,98428,0
0,0,1
288,211,0
256,239,0
667110,8,0
457,110,0
11,0,0
1097,662,0
15,0,0
924250,69,0
1240997,422,0
763,391,0
41175,761,0
138,377,0
508,1438,0
2624,1669,0
3395,433,0
1662,2717,1
13,0,1
148432,1163,0
78820,72345,0
494399,529,0
431496,332314,0
322,322,0
20,0,1
24,112,1
104,268,0
9,0,1
1232746,816,0
16,252,0
26133,997,0
40,0,0
95954,24065,0
0,0,0
2,2,1
798,1115,0
2211,3171,0
1,0,0
79,162,1
34307,1545,0
945,1051,0
979,1048,0
23,0,0
1420933,516,0
1341218,510,0
54,322,1
61,226,1
163,992,0
27,59,1
0,0,1
21,42,0
69,95,0
778,1549,1
231062,230,0
222,526,0
45,689,0
666,326,0
729,1133,0
1529958,325,0
2375,996,0
3149,734,0
920,274,0
0,124,0
95,464,0
961,473,0
738,464,0
1690,2656,0
929845,136,0
2107085,638,0
160,650,1
432,1772,0
0,0,0
0,0,0
341,495,0
125910,540,0
1415651,464,0
1158,350,1
631,2087,0
130,0,1
221,0,1
1060690,4436,0
1374708,87,0
117,73,0
15,145,1
2,48,1
0,0,0
48,183,0
9,0,1
324,718,0
74,33,0
9,0,1
0,35,1
1979,893,0
568,983,0
15,76,1
2,0,0
1484,1740,0
237728,2058,0
6,0,1
892219,0,0
1270,679,0
1103697,753,0
847,405,0
2389179,32,1
15094,490,0
25,9,0
338,204,0
0,0,0
2156,2364,0
17,27,1
193128,23,0
1703486,58,0
2653,872,0
54,0,1
79873396,27290,0
12,0,1
22,0,1
7,43,1
167,540,1
3275456,74,0
94805,377,0
122,211,0
95,857,1
42,25,1
261079,4613,0
1633711,1203,0
55,67,0
14,0,1
4747099,892732,0
43,65,0
934,55,0
97,216,0
44,41,0
0,0,1
576,572,0
198419,210930,1
41924,10929,0
4279,476,0
67530,61661,1
38493,132,0
0,0,1
0,0,0
40,388,1
119,380,0
3571,1,1
66,427,1
13,0,1
32123,2709,0
10,31,1
3,17,1
954,112,0
68,408,0
320,602,0
30,0,1
6663498,611,0
1711,1482,0
59,175,0
12,0,1
1,0,0
389,0,1
16,0,1
82,220,0
194,432,0
153943,156831,1
2693,188,1
66,0,1
3483,1,1
6,0,1
5,13,1
58,0,0
75,248,0
4,0,1
104,5,1
2,0,1
161,131,0
0,126,1
1576802,844,0
645464,593072,0
737,241,0
224,0,1
38,433,0
65,144,1
247,620,0
143,350,0
181,422,0
1,0,1
283,160,0
129049,62790,0
1719,623,0
11,56,1
144,167,0
1075,2027,0
24,30,0
0,0,0
5003204,830,0
162,256,0
4,12,1
303,638,0
1272,1279,0
5,0,1
7,0,1
756,521,0
5934,6395,0
415,307,1
24,25,1
1605,2097,1
70,0,1
17,71,1
22,6,1
8494,7863,0
267,84,0
108,400,0
964314,5778,0
14,18,1
1560635,99,0
179228,71,0
519,955,1
2158806,514,0
144,1201,0
32,36,1
187,0,1
117,386,0
8,95,1
6,14,1
55,538,0
241,217,0
14,142,1
44,61,1
279,2,0
736,297,0
0,0,0
3,0,1
233,1574,1
704,571,0
2,0,1
828,4707,0
941,995,0
66116,1470,0
49,15,0
8,0,1
775346,17,0
1393,969,0
261,440,0
2829031,330,0
18939,1373,0
3451,1207,0
275,146,0
1933,2900,0
0,0,1
1226,1637,0
92,189,1
346,1402,0
578,594,0
5,0,1
405,729,0
146,423,0
2992152,618,0
146,179,0
6,47,1
343,983,0
113,444,0
35,43,0
813,377,1
57,111,1
1157,769,0
14,18,1
120032,748,0
20,0,0
2134562,193,0
2,0,1
6182,6040,0
93272,252,0
19407251,117,0
6181,992,0
3,64,0
1134,1171,0
147,474,0
3,0,1
71,253,0
457,3074,0
17,0,0
78949,4270,0
9,0,1
827549,33,0
100,318,0
45,222,1
2314,142,0
2956002,505,0
862,1254,1
1211,3084,0
892630,40,0
24,394,0
1477,1021,0
2986,2950,0
854,513,0
911262,1452,0
96904,131,1
18,24,1
11,0,1
34,0,1
190594,1107,0
196696,182,0
4753,4434,0
1370859,104,0
191,1089,0
170,160,0
3020,2761,1
48,46,0
312,163,0
19,29,0
7,0,1
656,1413,0
148,4998,1
0,0,1
3,0,1
482875,122,0
613,1094,0
9,14,1
8,0,1
506,347,0
7,20,1
3,52,1
735328,1124,0
1378406,1041,0
22,59,1
214,249,0
180,1265,0
1219,869,0
282,11,1
45,209,0
22,0,0
1513,543,0
342,364,0
893,1631,0
2531810,25,0
25,0,1
1296,1364,0
11,25,1
43,141,0
2174407,346,0
119512,372,0
870,2711,0
1158,1168,0
157,384,0
983,846,0
4754,4767,0
143578,272,0
919,1291,1
209563,178595,0
251,157,0
10904774,179,0
1,6,1
242,114,0
37,0,0
11,30,0
1334,553,0
415000,114,0
635,837,0
3,64,1
19902,672,0
109,400,0
915,908,1
518,495,0
617,377,0
31052,1376,0
226,302,0
40,0,0
888,292,0
14832,14521,1
957,573,0
637828,828,0
394,364,0
176708,656,0
10164,2410,0
3,0,1
72,96,0
1367,556,0
1115,1098,0
17,0,1
320263,508,0
4,228,1
68,73,1
22,72,0
368,138,0
1185,1216,0
135315,219,0
1925036,755,0
60,454,0
97,202,1
224886,750,0
1616765,366,0
2143977,536,0
27560,493,0
248,198,0
10242,4772,0
315,330,0
14,0,1
1021,1330,0
116869,329,0
387,456,0
48,86,0
16,0,1
70902,492,1
15,8,1
65,219,0
1306255,11832,0
89,68,0
46,0,0
27,0,0
2141399,1012,0
106,0,1
22,13,1
12,0,1
16606,2108,0
259,1036,0
788,1882,0
10271,6979,1
39,0,0
0,0,1
245196,234728,1
2746,2011,0
942,1760,0
1424806,0,1
642533,2127,0
57092,4015,0
21,461,1
3093,985,0
23174,20208,0
732,0,1
1401,2590,0
6,0,1
234,527,0
41,175,0
81,202,0
644,547,0
192,145,1
792,629,0
12,3,1
110,196,1
17122733,499,0
4084,2528,0
448,935,0
94206,451,0
53560,8678,0
432640,2953,0
85005,322,0
786,1201,0
0,0,1
155,294,0
176,316,0
0,0,0
315,0,0
294969,36812,0
37,0,1
11508,2554,0
134039,62055,0
804,301,0
98,616,0
59,0,1
923,282,0
5,0,1
2120,2,0
678185,98,0
3533,958,0
42,57,1
6247,6127,0
132,263,0
4,10,1
27949,3779,0
381824,326,0
214,497,0
6,0,1
118,0,1
0,0,0
6,0,1
33,398,1
73,910,0
14216,1,1
280,292,0
108,86,0
380724,850,1
6507777,3881,0
58,1090,1
25,348,1
122,25,0
563,453,1
11,0,1
15,0,0
0,23,0
303,1093,0
13,201,0
21,124,1
11,437,1
11,0,0
110,1322,1
88,1166,0
6821,1627,0
354,1501,0
204213,583,0
1124524,627,0
27,51,1
1438032,755,0
21,49,1
0,0,1
1258991,262,0
13,58,1
24,272,1
22377,2109,0
18813690,2648,0
915600,429,0
578,354,0
29,673,0
57,0,0
3,0,0
10250265,1493,0
3928,1,1
8,49,1
1131,1841,0
43,29,1
3980,3195,0
116,0,0
7,140,1
216,0,0
570302,21793,0
60,288,0
214,864,0
0,0,1
173053,155325,1
23504,231,0
272,4754,1
1966561,49,0
9,0,1
51912,846,0
91782,334,0
0,0,0
111,118,0
999,969,0
1870610,138,0
1659,675,0
1378,1206,1
4,2,1
11,11,1
204,34,1
902,800,0
2146250,55140,0
15,32,1
995,2153,0
181,18,1
0,0,0
54,657,1
176,155,0
97536,108954,1
17,54,1
159,1049,0
709,634,0
109210,698,0
356,509,0
2855511,12,0
169,1004,0
739,90,0
12,0,1
487541,9771,0
1192,1014,0
4336771,10248,0
342294,813,0
40,40,0
2598,2644,0
514163,96,0
274205,214,1
2137506,170,0
308,386,1
16777,3606,0
8,159,0
1071,1140,0
26777,0,0
1538,628,0
14,23,1
90,0,1
7,31,1
1310,1697,0
638,1237,1
1504544,321,0
221,1393,0
396901,4956,0
630,2135,0
18756,298,0
143,139,1
2,0,1
2348,1675,0
1869,4246,0
43,177,0
30,0,1
6,0,1
2476,408,0
1918,801,0
5,0,1
17,51,0
9,40,1
711,500,0
282,2,0
128,124,0
0,0,1
1154,760,0
1475865,5446,0
79763,95908,0
29,189,0
1506141,2417,0
693,1286,0
1327,1130,0
316,1096,0
1031,0,0
3204,671,0
35063,33800,0
24600,21,0
775995,133,0
185,416,1
4,0,1
94,54,1
273019,34,0
63,266,0
41,0,0
36,0,1
2,5,0
82,0,1
47,0,1
7,0,1
374,154,1
1644,4850,0
0,0,1
41,203,0
391503,85767,0
34,102,0
425,733,0
19000,6074,0
241,190,0
748,238,0
0,2,0
39,36,0
63,170,0
229,260,0
5,22,1
131027,127,0
180,836,0
23,330,1
497,375,0
113,764,0
2,0,1
8012,0,0
17,108,0
111,189,0
67,46,0
637,251,0
228,209,0
17,2,1
23,0,1
2,22,1
4123433,351,0
282273,12748,0
18,133,1
924,1081,0
7654,116,0
607,1608,0
42,130,0
130,1310,0
923396,2118,0
199267,35,0
208,1013,0
106443,3162,0
40,0,1
42200,3564,0
440,1129,0
12225,1972,0
0,0,1
36,23,0
764409,0,0
25,41,1
5,212,1
110,1,1
282240,251473,0
46,0,1
458,239,0
6862,159,0
3258,1871,0
54,62,1
1736830,257,0
10367,1587,0
259,0,1
756,715,0
2337,638,0
253,217,0
3169,1,1
5500825,69,0
21810,646,0
23,0,1
1897249,105,0
13820,11947,0
55,148,0
11808,2189,0
351,879,0
55,347,1
15,77,0
71,145,0
125785,99506,1
610,646,0
19,474,1
1532,3,1
0,0,1
74,103,0
765,853,0
66,11,1
42,0,0
197,2112,0
16219,0,0
13,3,1
2517,638,0
16,20,1
2796,756,0
133,0,1
617,1354,0
198,436,0
39,165,0
14,131,1
184,147,0
160,940,1
86,397,0
41,78,1
188,0,1
1990149,464,0
17,77,1
245,155,0
29,38,0
1943,1327,0
155,187,0
28,252,1
42,292,0
6,0,1
2619492,705,0
93,607,0
122,1191,0
4333507,1062,0
139,927,0
1045299,584,0
22863,109,0
127,0,0
82479,523,0
234,732,0
363,1131,0
57002,2950,0
7123,3315,0
11,104,0
10,19,1
1227,907,0
295,383,1
1,0,1
2,0,0
102501,145,0
471956,2046,0
153342,1594,0
2239,1341,0
73,177,1
1378,1836,0
70,96,1
15,1,1
45,0,1
891852,2293,0
9013610,401,0
0,0,0
60102,760,1
80611,272,0
738,195,1
497,481,0
13,49,1
1187,730,0
1396,940,0
345308,1434,0
29667,32616,0
38,160,1
444,355,0
16,0,1
22,121,0
5222,1360,0
0,0,1
2908643,43,1
31292,23619,1
8,24,1
445,408,0
141330,301,0
505,13,1
43,0,1
91191,70065,1
193,0,1
26,145,1
130,768,0
19,0,1
1088664,595,0
335,649,0
14,88,0
29,43,1
8,5,1
8,0,1
296,1656,0
354,469,0
7,144,1
428,0,1
72,831,1
1794203,619,0
0,0,1
28921,760,0
9,55,1
699,2542,0
70,255,0
1590433,263,0
0,0,1
337195,198,0
92593,16747,1
646,1209,0
28,57,1
1,0,0
7505,4624,0
50022,87619,0
2357,3231,0
1173,4566,0
6,0,1
0,20,1
258,432,0
18784592,1,0
4,0,1
862,1456,0
124373,60335,1
684,641,0
12,0,1
22514,10322,0
16,0,0
93690,3,1
4235,1381,0
68,105,0
1,0,1
67709,309,0
2382023,598,0
186,0,0
936,1067,0
2509,2892,1
380,0,0
311,634,0
357,978,0
54,117,1
16,237,0
1297392,272,0
6415,633,0
265312,495,0
14329734,876,0
51995,11538,0
426761,1232,0
449562,1360,0
30,31,1
111,1600,0
1,0,0
21,18,1
1468,528,0
260,297,0
334857,240,1
39,63,0
890,240,0
271,244,1
129,346,1
6086,4720,0
814522,2057,0
0,20,1
69,0,1
4,67,1
357,1149,0
46,185,1
8199,134,0
150510,644,0
1203695,579,0
30,100,0
287,1693,0
1,122,1
2,0,1
15,0,1
219104,188,0
13,0,1
3616,1899,0
8,79,1
70,119,0
481774,807,0
668,240,0
48,0,0
1205858,447,0
3,1,1
1738,551,0
40,255,1
7,0,1
99,0,0
13493601,59,0
2518,3774,0
17,226,1
158,531,0
593166,184,0
181,335,1
881,901,0
70845,1970,0
299,0,1
322,2236,1
1671,11,1
75,1480,1
3582,746,0
17,0,1
236,142,1
63,1,1
190,427,0
87,305,0
60,98,0
22,1,1
4,73,1
3008,1616,0
5386,240,0
127,133,0
198799,16,0
13,0,1
93,217,0
4822875,3651,0
32716,52,0
11,0,1
147804,132589,0
26,179,0
9265359,3520,0
11,0,1
223,477,0
15,179,1
53,942,0
2656,8,0
1622501,230,0
352,2208,0
317798,708,0
488887,421,0
1158,4104,1
19047,6256,0
389,699,0
33597,4,0
112,85,0
915,1037,0
43,95,0
1928,1249,1
21,0,0
52797,795,0
838,1095,0
74,0,0
146263,107,0
33,0,1
1686647,2543,0
2992,4964,0
319,566,0
781,229,1
1,0,1
49,354,0
11423,2038,0
40920049,77,0
169,1517,0
1075531,603,0
3,8,1
2307896,0,0
267169,41629,0
235,230,0
1004335,26,0
101953,77514,1
0,0,1
152440,62,0
279278,242664,0
130,78,0
7399,17,1
11,1,1
3971981,48,0
533,1027,0
22105,70,0
49144,13075,0
8208,1454,0
38,47,1
26013,3175,0
6,12,1
1331,573,0
8,85,0
1,0,1
20,49,0
938,195,0
49,70,0
20,0,1
116,573,1
3237,2451,0
717,686,0
33,0,1
20,0,0
34,0,1
1605,758,0
4221,930,0
134314,695,0
38013,16475,0
2922,3341,0
2,394,1
4396,4963,0
838,90,0
545,327,0
314,171,0
1105204,299,0
12136,105,1
857,1631,0
49,39,1
643516,362,0
56,26,1
261,178,0
10,221,1
1,0,0
753988,569,0
171760,184106,0
18,11,1
51,786,0
564,681,0
52,193,1
24177,1038,0
1465,383,0
437630,936,0
9283,401,0
3572,1793,0
239,292,0
19,0,1
31,398,1
8557,56,0
2783,1365,0
0,0,0
22,159,1
157,408,0
53,0,0
42,124,1
87,0,0
280,783,0
217,0,0
2168753,2013,0
4,0,0
2459167,822,0
72,450,0
39,0,1
335,918,0
1469,3182,0
783943,1475,0
2384318,455,0
365,506,1
1556,824,0
1571630,289,0
3016,806,0
509979,998,0
1,0,0
249,266,0
2696,2955,0
498040,372,0
720,642,0
364,546,0
2,30,1
129,251,0
908,583,0
73460,285,0
289,936,0
47,198,0
137,219,0
392,291,0
563,539,0
1307877,275,0
1336,576,0
117,85,0
941,0,0
4564831,0,0
776,97,1
59,63,1
0,0,1
128,609,1
323,1572,0
66838,437,0
2372,1438,0
294076,4233,0
90540,89432,0
956,1960,0
2231654,249,0
3,11,1
382652,387,0
66074,288,0
103756,209,1
5125967,278,0
8432,2301,0
2,0,0
1257905,537,0
79,149,0
0,0,1
859,362,0
19496,455,0
6590,329,0
112501,4995,0
880949,2474,0
16,58,1
38882,6130,0
109238,843,0
441,965,0
230,470,1
1625373,241,0
677,1252,0
57583,456,0
37156,3093,1
2052,1145,0
6412,4573,0
236,400,0
307,915,1
4,14,1
451,322,0
77,204,0
4363,4407,0
71406,355,0
4,12,1
179,0,1
1533989,122,0
80,355,1
970,713,1
1089617,1023,0
286458,43830,0
3568,4994,0
419,658,0
1456,0,1
26,16,1
141,692,0
9590,7111,0
573,302,0
145,213,0
0,0,0
179,1006,1
4613,489,0
86,111,0
0,0,1
21,3,1
95366,3993,0
163,1273,0
206695,1753,0
15,291,1
736,924,1
4576,290,0
2,0,1
2015,434,0
713,1515,0
200,0,1
255,218,0
296,452,0
2263,2124,0
1498,618,0
116,183,0
126,1006,0
81589,990,0
61625,452,0
760,0,1
115,78,0
10592,810,0
301,1455,0
1,0,1
831,1008,0
30742,655,0
9758,524,0
7,12,1
0,0,1
11,0,0
1,15,1
1838910,1671,0
4233,152,0
60,94,1
2956898,291,0
36798,540,0
69,423,0
395,662,0
20,229,0
16,0,1
189,58,1
300,0,1
0,0,0
4975969,213,0
5874,1525,0
1,0,0
9987,176,0
7,0,1
25,65,1
0,0,1
67,259,0
615,1281,0
238,905,1
7550,8282,0
885263,74,0
14384,3819,0
1287666,58646,0
4,153,0
542,373,0
87,0,0
187367,1739,1
5088,995,0
315207,376,0
0,0,1
2,10,1
20109,27,0
2013,3965,0
18,50,0
22,40,0
46,78,1
30,0,1
951169,247,0
573816,3854,0
51,33,1
229,469,0
241613,2652,1
1858960,1226,1
465,294,0
6,10,1
4759,477,0
856485,265,0
83,2,1
86265,2463,0
35,78,0
1664285,3854,0
1260,1170,0
99,0,1
2095404,41,0
125,0,1
436,246,0
1,0,0
20582,2761,0
1139,561,0
65,30,1
472,301,1
261543,150004,0
20,14,1
708512,13,0
1110,82,0
59,0,1
144706,562,0
321,1487,0
1,0,1
35,102,0
0,0,0
0,0,1
1090,1,1
15,13,1
2599,1665,0
13,0,1
460,376,0
13,37,1
734,2074,0
426,602,0
76,284,0
127,894,0
776,1062,0
241,653,0
2971,610,0
1,0,1
125610,261,0
938593,21034,0
11,0,1
1,0,1
798,620,0
450,1170,0
104,400,0
663,901,0
1576,1771,0
38,0,1
3,0,1
2469,0,1
87,68,1
13,0,1
192,274,0
34,56,0
7,13,1
87643,87030,1
53,150,0
269,246,0
11,766,1
0,0,0
29555,510,0
35,409,1
296,271,0
32,0,0
187,441,0
72488,286,0
39757,1454,1
38,48,1
1846,3549,0
55,0,1
10851,10845,0
664,701,1
4063086,58,0
1074,368,0
63,189,0
544,1187,0
1729,4870,0
173699,3541,0
19,117,0
61534,1125,0
145159,2675,0
1353015,0,0
372,280,0
13,43,1
106441,927,1
9844,993,0
0,0,0
5,0,1
816,589,0
98,259,0
886372,144,0
87,602,1
3273885,1224,0
202,215,0
68137,79552,1
5,0,0
1140,72,0
8,0,1
215,0,1
37,140,1
151895,491,0
0,3,1
16,0,0
111585,12,1
27,30,0
528,324,0
672,927,0
867,73,0
81,26,1
253237,22,1
162,168,0
28,155,0
458,83,0
12773,422,0
98161375,1035,0
25,0,1
7,0,0
46803,1817,0
731057,19,0
63,164,1
115,296,1
3857,365,0
7,7,1
29,270,1
1,43,1
1519,159,1
32358,20723,0
0,0,0
122761,353,1
2,0,1
13,0,1
606,955,0
5434,5645,1
101813,38437,0
475523,852,0
2304654,50,0
7156264,410,0
22,2,1
43,71,0
18,17,1
157536,365,0
1698606,707,0
168,376,1
283,343,0
5,0,1
310,275,0
285179,25974,0
8,309,0
86,515,1
27,45,1
598,737,1
229654,74768,1
1697096,178,0
0,128,1
1233283,160,0
301,137,1
115,0,1
38,26,1
111052,297,0
362,141,1
13818,14001,0
524114,483,0
12,0,1
398,475,0
457896,43290,0
1663672,1258714,1
923894,1055,0
182,1062,0
36,416,1
0,0,0
9,0,1
27,0,1
9,0,1
8198114,188,0
21,95,1
127,0,1
72,405,0
97183,1449,0
4917,3,1
942,478,0
908835,3891,0
976,719,0
63,222,0
304,293,0
469,724,0
23,0,1
68,154,0
119,199,0
346,954,0
56,644,0
16,0,1
35,125,1
26,1,1
761,436,0
1272844,207,0
10,7,1
10605,5042,0
202,124,0
1449,1,1
120548,5246,0
283,251,0
619,578,0
1502985,674,0
7,0,1
3120876,259,0
81,25,1
896,519,0
272588,0,0
100,226,0
887,982,0
13,0,1
2,0,1
16,412,1
217,43,0
57,38,1
10,0,0
260656,914,0
11,11,1
20,0,1
290429,1007,0
19,268,1
12,43,0
199586,313,0
32,59,0
297,336,0
32159,2064,0
274,1737,0
539,372,0
23009,517,0
0,0,0
19,36,1
199,587,0
21,0,0
896,697,0
9309178,947,0
1,0,1
7,3,1
15,45,0
243598,2090,0
444134,1654,0
1014,516,0
70376,365,0
1,0,1
3194,3211,0
175,687,0
613,212,0
242,386,0
53,2,1
17,0,1
258,183,0
2166,132,0
1444270,977,0
26709,20022,0
13806467,1,1
59528,960,0
311609,846,0
16442,1252,0
17921,2773,0
1250,1285,0
12957,490,0
62,183,0
182,0,1
69,172,0
101,554,0
309,1049,0
6088449,105,0
1,3,1
54,19,0
17,0,1
1052,1437,0
224,216,1
0,0,0
2,24,1
220,384,0
316,395,0
0,0,0
40718,619,0
3255,1167,0
38,0,0
1683229,135,0
8405,9217,0
36289,2577,0
50,195,0
14,42,0
28,101,0
382,916,0
3238480,2018,0
27,113,1
85,161,0
355,414,1
5744,10,1
267524,129,0
239,344,0
97,780,0
1231372,341,0
27,15,1
7,186,1
2,237,0
330,571,0
141,201,1
99,109,0
8142769,291,0
4,0,1
155192,875,0
106,167,1
15,77,0
1606,1223,0
928,619,0
2825,1834,0
6649,4413,0
512,666,0
6,0,1
36,48,1
59,77,0
1,0,1
1,0,1
26,394,1
789,0,0
25,126,1
488,350,0
153,210,0
10964019,791,0
2,0,1
757,137,0
4109001,139,0
576322,25766,0
1310,1156,0
40044,29220,0
729539,2555,0
578,314,0
347,581,0
817274,464,0
342,242,0
0,0,1
1,0,1
838,418,0
18,52,1
25,0,0
873,721,0
14,0,0
860471,248,0
186,395,0
397,247,0
190165,1107,0
381,249,0
46,244,1
41,1988,1
10616,11837,1
10874,1070,0
588,298,0
17591,448,1
181,575,0
63,1269,0
1198,1866,0
2336918,137,0
180,0,1
14,0,1
86,271,1
1006,956,0
1904,3866,0
155,113,0
66,210,0
256055,206,0
215,805,0
17,716,1
452,56,0
403,136,0
399,185,0
4972,5077,0
17465483,720,0
484,2221,0
167,169,0
548,339,1
1177141,2293,0
7020667,68,0
3215520,645,0
