followers_count,friends_count,Bot_or_Not
7058,712,0
183,322,0
15894,1,1
13630,425,0
96,0,0
14826,1014,0
59,41,0
12189418,564,0
216880,1001,0
9244,9162,0
370,280,0
2939043,1341,0
161,134,0
177,187,0
6,3,1
70633,2114,0
14,0,1
6,2,1
19,29,1
99711,887,0
698985,1679,0
2,0,1
1128,455,0
7,0,1
92548,394,0
95,299,0
7494,7980,1
1433938,1452,0
563475,346,0
280,1053,1
83,109,0
93,177,0
20097,12213,0
91111,7,0
149812,3983,0
683,373,0
1527,696,0
47065,547,0
0,0,1
3,0,1
78,974,0
108868,477,0
1819,3678,0
603820,90,0
46990932,190,0
386,471,0
478,425,0
929,546,0
1172011,439,0
118084,739,0
804,2661,0
199,223,1
761,675,0
1215,1778,1
6016,1,1
3777667,2,0
78,0,1
1155574,279,0
1233,503,0
16311,944,0
232,414,0
225,0,1
1208,4256,1
0,0,1
2279,1710,0
197,120,0
6706833,226,0
5828,6279,0
242,286,0
16,302,1
1705110,1186,0
1207,3,0
15,53,1
422649,10235,0
107,593,0
187181,370,0
7,48,0
1122,953,0
397,1733,1
265,341,0
26,0,0
174239,100,0
13,33,1
118,708,0
786,2668,1
553,0,1
26252,591,0
307,241,0
1265913,2372,0
2149,1070,0
1498,971,0
252,0,0
13,0,1
12,513,1
158,374,0
23,28,1
647027,244,0
23,339,1
1003,1386,1
1203,870,0
291626,171,0
15,96,1
1078,1249,0
202,261,1
6,32,1
355671,407,0
16,30,1
8911766,699,0
390,397,0
1137,514,0
396934,154,0
79498,709,0
47,0,0
1709224,1132,0
530,503,0
72,359,0
252,382,0
3908536,322,0
508,435,0
12,37,1
4407,58,0
127,49,1
2834,4968,0
11,0,1
2,0,0
551,401,0
1308,1415,1
1556355,532,0
883,1857,1
8,0,1
46,74,1
68751,33264,0
1141313,308,0
630781,211,0
391,0,1
67,184,0
1083,738,0
15,0,1
83,500,0
13,0,1
585,483,0
2253,815,0
0,0,1
287,292,0
58249,18408,0
23,34,1
114,430,1
2858179,665,0
14,0,1
730368,218,0
559820,55,0
3,9,1
71473,470,0
1408815,640,0
39,0,1
3417,1008,0
107,0,1
4,163,1
3722,360,0
13,0,1
106,29,0
238298,127675,1
233916,505,0
11,98,1
602,124,0
124,349,0
17,0,1
8,0,1
52,59,0
354,3060,0
227,0,1
7,582,1
248,106,1
36183,2066,0
2,72,0
182,1464,0
27,35,1
181,260,0
536,458,0
275,88,0
4,1,1
615848,133902,0
1,43,1
530,327,0
322755,1704,0
351100,1109869,1
1799,519,1
101,93,0
13,0,1
67377,404,0
16,295,1
344,255,0
2678081,0,0
2884,1450,0
110036,2055,0
225,298,0
267,353,0
775293,2862,0
411513,172,0
664,760,0
29217082,397,0
430,306,0
112,201,1
1229091,345,0
1574,845,0
256826,0,0
620059,2627,0
110,0,1
49,0,1
36,299,1
1146299,9,0
45,177,0
536,1584,1
32,151,0
15513217,183,0
43,0,1
1369,1007,0
1450082,88,0
490,366,0
34,0,1
70,173,0
126,0,0
617582,2064,0
1473852,174,0
12,0,0
4043,4323,0
2313,1856,0
35,67,1
3,0,1
12,41,1
2887355,0,0
4,24,1
105,312,0
0,0,0
287,328,0
1229405,1,0
2210,970,0
23,71,1
327562,214,0
9286,593,0
342,206,0
0,0,0
15896,4169,0
0,0,1
121357,4336,1
129,485,1
4,603,1
13429,1384,0
6,0,1
179,638,0
854,828,0
7976,8767,0
286,368,0
11,67,0
454,1096,0
12120,189,0
126,42,0
163,613,0
160,0,0
1982,3711,0
257,1924,1
1354012,608,0
58,145,0
1,0,1
3480,3482,0
23163,216,0
246,676,0
179,0,0
53236,874,0
2209,1008,0
266,537,0
1915321,448,0
42,157,0
75,313,1
689743,2998,0
539,589,0
1041686,2635,0
201,281,0
533,767,0
3605,1,1
24,210,0
44,1,1
25959,106,0
3,0,1
214,251,0
865979,1796,0
2471,1043,0
136,153,1
737,1162,0
148,340,0
13946,525,0
41,0,1
839,1068,0
617202,53,0
128,476,0
49,385,0
380,315,0
19,0,1
858845,363,0
13992,895,0
135,0,1
4365,5320,1
198119,178711,0
1030719,208,0
4788043,110,0
1,0,1
546,629,0
14,0,1
3032209,36,0
1341788,45,0
5,16,1
42,624,0
2946120,235,0
7026,4,0
932,937,0
9,12,1
114302,961,0
72,0,0
5217567,12,0
303889,10357,1
0,0,1
293,1944,1
17,20,1
6539,1674,0
16,0,1
16,0,0
24073,1897,0
181,470,0
1120,796,0
14666523,200,0
182,1088,1
3518,2155,0
7,41,1
1874373,2735,0
2414624,720,0
2,41,1
1843,817,0
675,1143,1
44,0,0
218453,330,0
288,409,1
6808067,10101,0
378,1508,0
6,0,1
1498716,282,1
10359761,462,0
234688,729,0
163,981,0
2047090,454,0
1610957,154,0
64139,339,0
2392922,723,0
40,387,1
13,146,1
2078,1847,0
17,211,1
1038113,291,0
0,0,1
0,20,1
1932,284,0
745461,161,0
23,105,0
1539,1137,0
694,1920,0
8,0,0
60196,53855,0
251,300,0
13,0,1
1683,15,1
104,303,1
875716,337,0
22142,22250,1
1038380,601,0
99,629,0
718,707,0
5199,300,0
76,101,0
43616,580,0
322,550,0
349,576,0
194,0,0
1820535,8356,0
12,0,1
212,0,1
2006360,104,0
247320,42478,0
977,1705,0
432,571,0
1145,1039,0
0,0,0
58,0,0
203,202,1
749,775,0
0,28,1
373,1462,0
14,152,1
107,246,1
3035,3242,0
46,401,1
9,30,1
1262,207,0
4138,1250,0
17,0,1
73,2,1
238,496,0
3017204,667,0
552,605,0
0,229,1
493,3001,1
354,243,0
294,208,0
25,0,0
3299200,36,0
923310,120,0
166,159,0
33,0,1
284,1921,0
19,37,1
15,353,1
47,0,1
184387,137,0
89,172,1
132,509,0
199,239,0
16,0,1
66,53,0
21,75,0
9,54,1
239,305,0
428,15,0
5732,1836,0
7,47,1
97,246,1
22,28,1
45,86,1
9,298,1
78,461,0
671018,1305,0
6,0,1
8351,8973,0
1185476,66,0
801,726,0
2,0,0
58645,725,0
0,0,0
73,0,1
1824,3532,0
145,1469,0
1,16,1
0,0,0
25,1067,1
19,41,0
2437,4953,0
0,20,1
126,227,0
1263,212,1
603,1228,0
35,177,0
281,262,0
3,1,1
3951186,472,0
4,28,1
357,225,0
22377,4535,0
1577,1352,0
6581,2560,0
97,180,0
25,116,0
3445,4917,1
55,2,1
29,8,1
153,0,1
207,219,1
866,2135,0
0,0,1
1519,1281,1
1495,4995,0
387,914,0
54,0,0
164528,12924,1
15,0,1
264,637,0
1204,412,0
17,0,1
99338,147,0
170720,17140,1
1954,691,0
6,0,1
73,713,1
240293,20,1
38,0,1
47,47,1
6,76,1
6,0,1
353,569,0
237,0,0
427,724,0
19,0,1
155,327,1
7203,7053,0
42511,969,0
1375,2130,1
207,328,0
1,0,0
0,0,0
1352,2996,0
178,218,1
16,62,1
7217316,12083,0
15619,664,1
100534,58681,0
6667,1520,0
2063300,63,0
1,2,0
13135,2122,0
941,808,0
1492972,134,1
749846,396,0
17,276,0
39301,9426,0
38,53,1
2,0,1
1078,1161,0
58,241,0
255,145,0
350,1,1
2402742,11,0
46,132,0
9,132,1
800068,143,0
81,284,0
1200461,405,0
133,0,0
326,587,0
3,0,1
10,147,1
228,118,0
403,623,1
2,0,0
35,28,1
112,325,0
362,1434,0
25,37,1
2,0,1
13674,4609,0
3,0,1
1898,807,0
54,81,0
0,0,0
15,1647,1
11,0,1
289,283,0
450,256,0
96171,2266,0
0,20,1
1215,3727,0
7,0,1
1380,2176,1
4529,1021,0
9,0,1
1045179,5984,0
759,675,0
2699,1024,0
13243,816,0
426,0,1
99,61,1
60150,2916,0
1176033,5,0
0,0,0
4933,1111,0
29,149,1
3675,1021,0
60,1471,1
2692769,160,0
5,44,1
664,2281,0
700,559,0
1176,0,1
11,37,1
764,838,0
433,378,0
2,0,0
4,50,1
21532,0,0
1188,620,0
813077,233,0
49,231,0
171,288,0
0,0,0
550,494,0
422,1184,0
48,0,1
440,418,0
64,266,0
775,1202,0
8101,2483,0
2416,678,0
63,0,1
27,232,0
116,10,1
675610,464,0
37907,16706,0
709,1240,0
268,821,0
19,31,1
161,83,1
1,0,0
22760,2592,0
200,0,0
1611,893,0
187,250,0
31,0,1
64424,1414,0
305004,239,0
52,50,0
85014,771,0
1184,1184,0
1006,9,1
21,127,1
95970,19,1
1,0,0
12183,13063,0
346,2240,0
781601,115,0
53970,189,0
23,38,0
129,368,0
49,0,0
23,25,1
138,52,1
1,0,1
1298515,26,0
867,784,1
9,70,0
68407,2414,0
51693497,10011,0
871,931,0
1279,2056,0
89,612,0
3092,4628,0
1611579,253,0
406,850,1
490,380,0
807908,2154,0
1108,1837,0
28,0,0
1,0,1
28597,945,0
16,0,0
3606,4971,1
19,31,1
21,93,1
48,105,1
399,273,1
1,0,0
231,1392,0
1054,900,0
844,973,1
5,37,1
231,0,0
2,0,0
16,6,1
1141365,1173,0
42,47,1
312,859,0
839,333,0
33,1609,1
124,152,0
4331,501,0
1139,928,1
110,791,0
22,130,0
5137101,629,0
823305,5944,0
700073,1847,0
720,231,0
97,143,1
82633,1796,1
184,237,0
5,8,1
7,0,1
1224356,1238,0
205,98,1
339,883,0
133,539,0
627,375,0
1472097,192,0
504,451,0
328234,380,0
11194,7573,0
246,2428,0
621,968,0
1289,2365,0
240,157,0
120,462,1
4,34,1
144373,452,0
1099,641,0
106,394,0
5,29,1
15,66,1
8247,1,1
127287,860,0
48,239,1
726028,467,0
295,641,0
389,282,0
442,357,0
192,303,0
100,267,0
182,332,0
126,144,0
2322,2370,0
3513,1288,0
58,439,0
698692,626,0
154,0,1
13,38,1
1098475,390,0
321,413,0
1290,2282,0
52,617,0
80,245,0
144,111,0
1122402,2840,1
314,287,0
4,38,1
34,93,0
459,1563,1
866,1787,0
1085552,1476,0
1522,1161,0
291572,1253,0
884594,1200,0
1,0,1
150621,15431,1
15,0,1
286,1225,0
12411,1686,0
139694,986,1
270838,603,0
4,0,1
1,0,0
354,0,1
954,43,0
622,373,1
231,325,0
390,646,0
175,5,0
5,0,1
999,1751,1
30353,2809,0
2614586,11,0
717,460,0
5,40,1
8,16,1
8587,9007,0
1495029,461,0
217,197,0
1038,2429,0
5535356,294,0
20997,5412,0
20,0,1
1275,585,1
654636,701,0
8,37,1
990546,1106,0
273,250,1
0,0,0
59,96,1
1580,394,0
1785,913,0
32424,2163,0
3025750,0,0
417,424,0
1635,3790,0
282,525,0
1,11,1
8971,3460,0
62,551,0
2062,1449,0
849,2136,0
13,0,1
18,0,1
3595,0,1
141848,2635,0
168,601,0
2209,642,0
41353,41143,0
9,0,1
4671,3154,0
4,18,1
475,3017,0
112,528,0
941226,8,0
197166,488,0
579,344,1
11233,1430,0
1044,569,0
88390,1151,0
978,778,0
394,461,0
4346,879,0
45,76,0
659425,520,0
288,294,1
996,1243,0
2902550,756,0
40,46,1
49,435,0
9,0,1
10,6,0
1340980,468,0
159,260,0
11,60,1
154,1315,0
813,808,0
165321,239,0
236,0,1
88,196,0
21149,8978,0
144,0,0
57,65,1
13,0,1
365,315,0
246,0,0
1126,1753,0
123,1957,1
578,614,0
13,0,1
115,317,0
92,304,0
1095279,58,0
496,1136,1
15524,1870,0
20,126,1
99550,19772,0
93,0,1
13355,14681,0
234,345,0
293,135,0
106032,44767,1
876,1211,0
47,109,1
305,273,0
824,0,1
2021496,1045,0
126898,47245,0
10,90,1
8,0,1
11,0,1
154726,1892,0
3649,2589,0
79,0,0
3055,4541,1
1099093,242,0
1308061,9490,0
127919,1239,0
1019,36,1
97,370,1
583,156,0
81894,917,1
921,2211,0
17,13,1
189,117,0
162424,1398,0
47161738,904,1
29,34,1
42,10,1
2190585,566,0
34,214,1
44,133,0
769,147,0
3,0,1
752,739,0
1067,1927,0
5111,110,0
18,205,1
416512,1154,0
862457,450,0
4,0,1
1492,375,0
68,0,0
118537,94577,1
629,2048,1
1161949,1118,0
26320,28890,0
5828,922,0
24,51,0
1159,1095,0
1,0,1
16449,2131,0
160,211,0
1126,841,0
2666929,0,0
83,236,0
808,1,1
729652,3,0
0,0,1
2,0,1
173,132,0
14,0,1
2482,1922,0
401,1204,1
942,842,0
119802,19589,0
116966,3402,0
19099,235,0
738,676,0
198,274,0
1,0,1
97,0,0
14531,959,0
162,532,0
254,0,1
1210,820,0
13566,47,1
127,76,0
523,344,0
323,129,0
5203,1318,0
307,520,0
0,0,0
110,152,0
595,221,0
23135,576,0
14924167,128,0
1756,3865,0
22,64,1
85,283,1
112,270,0
58000,1607,0
30,0,1
528,526,0
47,198,1
45,243,0
2389,549,0
616,1585,0
4747,662,0
12,46,1
415164,314560,1
1503313,46,0
1122,574,0
2848,297,0
1894796,377,0
646345,285,0
410,0,1
771,194,0
1388,327,1
165,394,0
25,295,1
51,0,1
221923,1383,0
92657,14622,1
9,113,0
1050357,2160,0
39,4,1
4426,1424,0
44846,258,0
2997939,9563,0
22,141,1
393947,389468,0
14,0,1
33,403,0
122,475,0
311022,27,0
75,0,1
552,335,0
1790213,209,0
0,4,1
18661,5054,0
96,238,1
1175249,156,0
8,37,1
275,391,1
25,0,1
474,310,0
202,338,1
100,349,0
67,343,0
889,737,0
17338,3063,0
62575,4224,0
2039,2499,1
668208,833,0
324,949,1
219,72,0
258,2,1
308,245,0
44,368,0
7,0,1
4601,4552,0
749,1105,0
534348,959,0
0,0,1
120,510,1
69,326,1
33,142,1
30,0,1
1,0,1
486,689,0
298,468,0
0,0,0
56,142,1
1136229,727,0
114546,197,0
1102,1767,0
1,0,0
511,129,0
415291,2676,0
1092,4102,0
577,631,1
1614,866,0
92,0,1
118638,362,0
1247378,956,0
30,0,1
381360,549,0
293,2836,0
135942,2918,0
2942,2348,0
48812,1625,0
252,279,0
791,2044,1
1116,974,1
0,0,0
87,0,1
66,125,0
138,19,1
430,672,0
3,62,0
337,624,0
23765,2502,0
78,71,0
2,3,1
175087,1731,1
1180080,1484,0
35,230,1
1768,2761,0
234,1237,0
1626,1497,0
286,178,0
736,664,0
17,57,1
141,801,0
427,185,0
766,786,1
34,154,0
947,409,0
556,1303,0
686,0,0
1289666,988,0
249,235,1
2254,1603,0
72,148,0
14,1657,1
382,328,0
45,0,1
170,1950,0
61,59,1
743,0,1
70,1,1
962,4601,0
1394,1571,0
1043,862,0
532,278,0
174767,405,1
289,815,0
67,1,1
944435,162,0
0,0,1
1187,1760,0
168,269,0
187,694,1
14632,10833,1
0,0,0
243612,255779,0
939,1298,0
1341,461,0
846728,428,0
305,215,0
31,139,0
34,0,0
60,0,1
0,0,1
20,25,0
70053,402,0
102696,64550,1
29,155,0
2,106,1
515,21,1
14,0,0
48,0,0
967,1262,0
277614,905,0
624483,317,0
1130,1618,0
6,1501,1
1,0,0
1032216,481,0
365,1024,0
691,341,0
20,0,1
368,290,0
1209023,484,0
17,19,1
6,26,1
15,32,1
4,13,1
101,189,0
2707,2068,0
895203,270,0
19,151,1
117976,301,1
351,299,0
13,128,0
3,0,1
1088,521,1
571,590,0
55139,737,0
269,255,0
357,710,0
137,412,0
8722,0,1
8,104,1
347,639,0
73054,83,0
1023562,178,0
0,0,0
20,385,1
1780348,531,0
1974,991,0
32,122,0
14,0,1
8965412,472,0
829,1005,0
57,272,1
409,0,1
121,115,0
0,0,1
333069,2442,0
158,206,0
722720,703,0
284,389,1
202,190,0
18290319,1422,0
139,189,0
610,187,0
1000,11,1
521,2799,0
883598,18,0
772,534,0
7665,68,0
206871,111,0
54,38,1
18,13,1
427,715,0
1835,1388,0
611621,103,0
487,210,0
5,1,0
35182,290,0
1883,985,0
9,57,1
34,0,1
759,733,0
1511612,2639,1
1931,878,0
232907,581,0
673,264,0
31,17,0
22,0,1
3677,4196,0
207537,73482,1
1032,1646,0
749,645,0
905,4821,0
4003,1810,0
1393389,191,0
71,230,0
7,191,1
1491,646,0
205422,294,0
349409,796,0
0,0,0
1348,1127,0
607958,4926,0
11,0,1
73086,924,0
1016,4112,0
7456,4262,0
811,1903,0
2320,664,0
2623,918,0
232,649,0
16,159,1
973,1008,1
31,200,0
161,1,1
14957,16268,0
755,315,0
308,23,0
139,330,0
544,1379,0
536,2166,0
869,2479,1
566,1152,0
1573,373,0
23,73,1
664694,3675,0
6,0,1
1,13,1
3128,804,0
420,306,0
355,1221,0
109,8,0
751,469,0
1,0,0
9,80,1
2198,4886,0
15,58,1
25860,13701,0
3196,2818,0
47,152,1
177,380,0
102347,334,0
1116,4999,0
1934,1437,0
548,1133,0
28,16,1
38,0,1
35294,651,0
71,448,1
1849,2069,0
372,729,0
937313,226,0
27,0,0
27,570,1
20991,8220,0
0,0,0
362,204,0
994162,284,0
3305,721,0
16285,4819,0
223,262,0
1352,148,0
99243,2140,0
49,0,0
29,65,1
43,218,0
1899,1225,0
106,198,0
2548606,601,0
13034,18511,1
401,334,0
615,1975,0
981,1491,0
42,139,0
636,0,0
13081,1032,0
1282,561,0
600901,450,0
81407,86341,1
1757,1939,1
35,37,1
383,455,0
8,674,1
8,0,1
1774,1559,0
1,0,0
55,193,1
31,100,1
65,93,1
323,310,0
1644,0,1
197219,468,0
488,856,0
1440,3318,0
27,473,0
71,94,0
494,287,0
7328104,10,0
109,1,1
535,252,0
25633,928,0
49375,762,0
379,372,0
2,323,0
0,0,0
1929013,149,0
51,76,1
8535,2671,0
5942485,522,0
2712,1806,0
3766,1779,0
217,249,0
27,0,1
2659687,92,0
149156,315,0
6,0,0
240,267,0
836,850,1
7938,1028,0
4926552,93,0
10,65,0
946,1512,0
2542,0,0
0,20,1
0,0,0
39,312,0
270,666,1
8662,0,1
11,61,0
818,1529,0
2222,409,0
103404,10941,0
15,205,1
119,464,0
10,24,0
94,317,0
739,0,1
14,0,1
61687,0,0
1,0,1
688,620,0
6926,7437,0
2450,4465,0
7618284,14,0
2598,3488,0
168,87,1
9,0,1
0,10,1
6,17,1
805,228,0
3156,648,0
160,263,0
8034,711,0
163,286,0
12734079,168,0
2,2,0
1060,133,0
130813,0,1
84,0,1
750330,2215,0
246,375,0
49591,589,0
153,377,0
4693,5067,0
321,501,1
43,60,0
16957,8457,0
10,166,1
2115470,897,0
622,605,0
3790519,128,0
130,128,0
1337631,0,0
791,624,1
2,0,1
2778,4918,0
13,333,0
44340,49639,0
58,0,0
1475,1814,1
26432,19,1
6,0,1
4586,3032,0
0,0,0
462,302,0
1340,872,0
316193,28,0
9239,455,0
33,11,1
3207,3362,0
2,20,0
75774,44306,0
12,26,0
2,0,1
5560,4221,0
133162,1216,0
31,249,0
28755,184,0
35566,2870,0
236,223,1
19,142,1
1280227,1847,0
1125653,6,0
2611,1650,0
2639,1320,0
441,1603,0
62,58,1
231262,575,0
71734,84294,0
1670,1997,0
61,156,1
2340,2911,0
1,0,0
664271,132,0
154093,187,0
7984,8752,1
3,88,1
95,686,0
291,256,0
899,862,1
544,302,0
5283450,104,0
3682,3677,0
257,383,0
570,489,0
1863,533,0
137,340,0
266,258,0
388564,545,0
662,215,0
1146626,212,0
230942,945,0
72,108,0
111008,274,0
1008408,999,0
2075167,107,0
2044,654,0
2,11,1
1067754,376,0
197,185,1
552,328,0
14,41,1
18,0,1
4595,4775,0
7,230,1
15,0,1
406,1483,0
10319,5606,0
22433,1498,0
1930,1543,0
563,126,0
1671344,51,0
175,1329,0
258,606,0
4,0,1
236,0,1
162,82,1
191497,2331,1
1414,336,0
183594,603,0
125,427,0
23,12,1
18,34,1
455338,36996,1
858975,953235,0
308800,428,1
14,13,1
238504,531,0
1042504,299,0
1323401,308,0
1019489,20,0
307518,5960,0
653,1280,0
1268,2005,0
29,0,1
249,0,1
587,37,1
2485,0,1
10,15,1
224,310,0
180,627,0
2131,1572,0
196,541,0
46578,51,1
11320,12,0
194,0,0
9,0,1
45,379,0
145,0,0
105,3,1
2,0,1
6605750,12,0
267,0,1
286,554,1
84,738,0
212,236,0
692010,493,0
47,0,1
2725,236,1
74,274,1
244942,2302,0
28858,3221,0
8,0,1
6447,5632,1
5627,489,0
6439,304,0
10416591,31,0
29,0,1
281,1,1
263595,283,0
59,308,0
874,310,0
187729,518,0
321,106,0
11,41,0
613702,143,0
42875,0,0
61144,908,0
167138,1591,0
1262,3807,0
3,95,1
1,105,1
71,302,0
15,0,0
466,280,0
10,0,1
59,902,0
412,322,0
885,520,0
1170,612,0
7867,204,0
158,450,0
59,147,0
2694098,54,0
5,0,1
1442,3613,0
1341,402,0
1037469,403,0
289,12,1
1514699,149,0
1563,872,0
847503,237,0
2186555,378,0
1229,299,0
159201,2892,1
459,627,0
91265,625,0
286392,302,0
35329,1061,0
1254,151,0
1519,781,0
12,0,1
583,773,0
137422,3271,1
88,225,1
2551,945,0
313,933,0
167,508,0
1369,183,0
47,410,1
13,0,1
147893,72013,0
317,558,0
30,557,0
846282,143,0
253870,748,0
326,1002,0
27,42,0
2768,5001,0
77385,1462,0
324,183,0
10871,1249,0
3,0,0
13,0,1
4123479,790,0
146,410,0
7069,57,1
506,364,1
0,0,0
196,249,0
14393,10428,1
63,113,0
84,111,0
158,393,0
4094,4135,0
2,0,1
76265,2097,0
212,254,0
202,1535,0
32,49,0
43,100,0
238655,853,0
397,0,1
15,0,1
102,262,0
6041,1895,0
1013,906,0
22,0,0
16,0,1
267,905,1
562,2076,0
277,1205,0
294,2612,0
446301,721,0
21,79,1
1,0,0
1975,234,1
57,0,1
516,278,0
324118,1763,0
7098,2969,0
118,318,0
5,17,1
419,958,0
1734880,129,0
1334374,58,0
256142,149,0
3001,819,0
33365,1629,0
1167759,400,0
2928,4849,0
16,0,1
123,110,0
493,77,0
5174,5687,0
0,0,0
213,506,0
2,15,1
530,0,0
55322,215,0
1506473,44,0
10,0,1
17879,3315,0
0,0,0
26,83,1
1,24,1
24,166,1
86,241,0
32,169,1
256695,3119,0
2754,1362,0
2952,4991,0
945098,411,0
7284,185,0
647719,264,0
750627,245,0
34682,437,0
4,57,0
27,15,1
0,0,1
118,98,0
200,806,0
37,199,0
138,183,1
143,346,1
38,767,1
2621,1389,0
1,0,0
3637,3120,0
106972,2834,0
6,3,1
119,1068,0
655,646,0
5104,1877,0
8600,1223,0
12,22,1
108,154,0
2146,539,0
5,0,1
37046,1633,0
558996,429,0
419,472,1
108,306,0
1000,1045,0
11,48,1
260117,4038,1
154,178,0
497,1112,0
863455,121147,0
16818,1544,0
768,552,0
1649939,259,0
22,15,1
0,0,0
2502,1526,1
17,5,1
98,707,0
1,0,0
884,616,0
41,0,1
15,28,1
158885,4933,1
3,0,1
52,99,0
7638,0,1
3,19,1
466,1299,0
7,0,1
628851,4355,0
173,131,1
15791,1639,0
472,273,0
2,0,1
41,194,0
8,0,1
7,0,1
2780916,489,0
218,34,1
73,453,0
2,26,1
7,0,1
26922,138,0
302240,20805,1
9,71,0
24,225,1
70,343,0
1,390,0
293694,295,0
29758,3041,0
52237,679,0
1626,6,1
5491,88,0
72787,1117,0
1485,2302,0
1201,96,0
5,171,1
0,0,1
291293,290512,0
18,0,1
1383,902,0
3357103,1322,0
280196,62195,0
278,0,0
27552,775,0
0,0,0
711633,639,0
638,78,1
323,526,0
819,800,0
11,0,1
1051,723,0
114,1,1
108,247,0
466647,11611,0
98421,8518,1
8,28,1
121641473,602183,0
350943,5098,0
3781441,13402,0
33517,33793,0
1268055,822,0
16,25,1
22,0,1
31,121,1
281,566,0
7,32,1
13463,14815,0
570872,1923,0
436,938,0
2087846,2966,0
11,74,1
860500,368,0
1865684,474,1
26,0,1
1238359,22,0
33,3,1
11,42,1
71,98,0
2772,3346,0
5,0,0
94,48,1
155,770,0
152,580,0
285,36,0
123,0,1
5892,4703,0
0,0,0
738,455,1
125527,959,0
552,188,0
2726,1305,0
101,396,1
5,151,1
19,105,0
0,0,0
122085,539,1
12861,251,0
134,152,0
5,0,0
932846,424,0
10,1,1
3,63,1
9,33,1
109,364,0
257995,415,0
9256058,37,0
147,680,1
6,11,1
1187634,1362,0
28,43,1
923,335,0
20707,4674,0
1096,1389,0
4921,638,0
766463,58,0
0,0,0
90,55,0
739258,1455,0
416,427,0
29,10,1
13563,1666,0
17,537,1
1,0,1
9,73,1
22,0,1
5192,1960,1
8,197,1
10,0,1
126,367,0
1297,1177,0
2,0,1
226,478,0
343,313,0
641857,335,0
159,411,0
154,73,0
72229,48689,1
62,484,0
207570,6538,0
9183,10065,0
13,18,1
5,37,1
22,85,1
10,44,1
0,0,0
26,110,0
2219,1376,0
17,45,1
5324,1607,0
337,264,0
0,0,1
104,346,0
38,125,1
133,619,0
102234,4148,0
119,0,1
3127,4355,0
968,551,0
5,0,1
53,286,0
325878,209,0
16,84,0
26,201,0
1096797,249,0
589658,401,0
28,159,1
8,0,1
99801,109,0
1,0,0
139,180,0
33,0,1
189,472,1
2759,4909,0
34,0,1
3,29,1
375,115,0
14,518,1
17,57,1
11150,4,1
208,189,0
2,58,1
1287,92,0
4062,534,0
2266208,0,0
283,179,0
2408,131,1
6,145,1
182,103,0
25,0,0
24,77,1
187,143,0
4976,739,0
539,838,0
2224,1574,0
367,321,0
719,555,0
214,155,0
1785678,921,0
3,4,1
3248,224,0
3151401,414,0
4,0,0
4053,1735,0
169,1163,0
3,0,0
216,266,1
538028,5605,0
14,48,1
1367859,0,0
10,0,1
120065,107106,0
25355631,2681,1
5,5,1
8806,1308,0
126,119,0
3755655,160,0
127,857,1
1068219,349,0
1290830,1104,0
100673,1179,0
16,53,0
1076850,733,0
825,1633,0
129633,2627,0
1962,3236,1
10922,436,0
1005,714,0
1636529,800,0
908,4295,1
41,297,1
760,1657,0
8,179,1
2179,2278,0
531,545,0
435277,1096,0
23,48,1
503525,2685,0
880,29,1
6,42,1
7783,0,0
167,306,0
12,0,1
1149,454,0
2,0,1
0,0,0
110,321,0
655,1249,0
35,0,0
26,14,1
24441,633,0
19,18,1
2731016,329,0
102304,93,1
1187,1645,0
4203,4201,0
16,65,0
15,0,1
150,330,1
918,0,0
19349,124,0
212,0,0
43,1842,1
364,1097,0
1220,1627,0
43,698,0
819,595,0
86638,179,0
1,0,1
4708,1503,1
670,803,0
4,0,1
996707,266,0
291,125,0
18,63,1
39,0,1
5,0,0
542,192,0
114,106,0
87053,0,0
5250832,108,0
1428169,579,0
28,0,0
4088832,193,0
9,74,0
0,0,1
597061,144,0
313662,68,1
157,256,0
445,356,0
322,243,0
634,596,0
2,0,0
69,0,0
13,72,1
2539,4240,1
25,129,1
4,0,1
12469378,1446,0
13725,1354,0
250,225,0
4452672,678,0
658,535,0
354326,1291,0
12,80,1
23,83,0
57,0,1
318625,48958,0
19782,168,0
779265,795956,1
1141,2805,0
3240,3701,0
37,118,0
4568,2115,0
495,2312,0
1721,291,1
484,162,1
2430,933,0
1619,603,0
1538,2505,0
66707,2310,0
13,0,1
288832,890,0
2227,818,0
1,0,0
143,602,0
931,677,0
11,53,0
408,763,0
25,0,1
271,283,0
152597,200,0
90,81,0
41,0,1
82666,3819,0
393203,4366,0
207,96,0
8,9,1
443,399,0
5217508,27,0
247,1907,0
893,294,0
10,0,0
103591,208,0
6986,1,1
9919,1501,0
12,29,1
23,0,0
597,168,0
4,23,1
92,485,0
192449,1941,0
288,2089,0
62,0,1
519,341,0
76,164,0
1622040,4031,0
8,112,0
502,3050,0
8,33,1
3012,2995,0
1845,1779,0
1188089,480,0
534020,652,0
5,21,1
3686197,26,0
37,105,1
2761,2920,0
4,8,1
4273,4131,0
379,543,0
52,46,0
151902,1263,0
191882,205006,0
681027,19,0
1483,152,0
221,198,0
5,0,1
847590,367,0
24,0,1
363,331,0
215,0,1
939,1215,0
12,356,0
114392,8773,0
1947,3361,0
438506,1366,0
40367,370,0
81,512,0
0,21,1
405,1133,1
128,711,0
679,576,1
431,0,0
122,62,0
618282,201,0
4214,648,0
189,195,0
4,5,1
19,0,1
16,0,1
41,0,1
303126,0,0
105,460,0
20,0,0
48,130,0
333,310,0
